"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11161","Login into SwagLabs","chromium","2026-07-01","passed","2026-07-01","","swagLabs.spec.js","",""
